trisk,df,logLik,AIC,BIC,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
12796.701369863014,3,-3147.3731631633004,6300.746326326601,6318.430398877877,Spline (1 knot),Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
12796.701369863014,5,-3144.870586056129,6299.741172112258,6329.214626364386,Spline (3 knots),Head_and_neck,50 to 59,Both,Age,None,CPRD_GOLD
13219.356164383562,2,-4390.502288126829,8785.004576253657,8797.148262552875,Gompertz,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,2,-4391.310828540648,8786.621657081296,8798.765343380514,WeibullPH,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,1,-4486.939050665378,8975.878101330756,8981.949944480366,Exponential,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,2,-4369.2292838379635,8742.458567675927,8754.602253975145,Log-logistic,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,2,-4350.712871885623,8705.425743771246,8717.569430070464,Log-normal,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,3,-4350.711873346696,8707.423746693392,8725.63927614222,Generalised Gamma,Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,3,-4347.922100600961,8701.844201201922,8720.05973065075,Spline (1 knot),Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
13219.356164383562,5,-4340.0800876196445,8690.160175239289,8720.519390987334,Spline (3 knots),Head_and_neck,60 to 69,Both,Age,None,CPRD_GOLD
7956.26301369863,2,-3461.555486956651,6927.110973913302,6938.565162882861,Gompertz,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,2,-3425.4662374124678,6854.9324748249355,6866.386663794495,WeibullPH,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,1,-3505.756924977653,7013.513849955306,7019.2409444400855,Exponential,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,2,-3431.080363953485,6866.16072790697,6877.61491687653,Log-logistic,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,2,-3425.8711780130984,6855.742356026197,6867.196544995756,Log-normal,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,3,-3416.434440026012,6838.868880052024,6856.050163506364,Generalised Gamma,Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,3,-3412.834015421998,6831.668030843996,6848.849314298336,Spline (1 knot),Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
7956.26301369863,5,-3389.2950044984486,6788.590008996897,6817.225481420796,Spline (3 knots),Head_and_neck,70 to 79,Both,Age,None,CPRD_GOLD
2948.841095890411,2,-1817.0364850729509,3638.0729701459018,3648.284542404864,Gompertz,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,2,-1799.0356432370265,3602.071286474053,3612.2828587330155,WeibullPH,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,1,-1863.07321919643,3728.14643839286,3733.2522245223413,Exponential,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,2,-1797.9888343063221,3599.9776686126443,3610.1892408716067,Log-logistic,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,2,-1793.969418920749,3591.938837841498,3602.1504101004602,Log-normal,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,3,-1787.8421105123587,3581.6842210247173,3597.001579413161,Generalised Gamma,Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,3,-1786.7557487768117,3579.5114975536235,3594.828855942067,Spline (1 knot),Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
2948.841095890411,5,-1779.7725748919297,3569.5451497838594,3595.074080431266,Spline (3 knots),Head_and_neck,80 +,Both,Age,None,CPRD_GOLD
54.276712328767125,2,-25.04683906866347,54.09367813732694,57.146399186559265,Gompertz,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,2,-29.3032780000071,62.6065560000142,65.65927704924653,WeibullPH,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,1,-39.967259816756886,81.93451963351377,83.46088015812994,Exponential,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,2,-27.349106865872077,58.698213731744154,61.75093478097648,Log-logistic,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,2,-26.756514853615663,57.513029707231325,60.56575075646365,Log-normal,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,3,-24.927494201359867,55.854988402719734,60.43406997656822,Generalised Gamma,Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,3,-25.393771298966612,56.787542597933225,61.36662417178171,Spline (1 knot),Liver,18 to 39,Both,Age,None,CPRD_GOLD
54.276712328767125,5,-25.293116765878153,60.58623353175631,68.21803615483711,Spline (3 knots),Liver,18 to 39,Both,Age,None,CPRD_GOLD
296.55342465753426,2,-140.2087264592409,284.4174529184818,289.8722285559065,Gompertz,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,2,-148.11585446841184,300.2317089368237,305.68648457424837,WeibullPH,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,1,-172.49787317504374,346.9957463500875,349.7231341687998,Exponential,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,2,-142.72603965922795,289.4520793184559,294.9068549558806,Log-logistic,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,2,-141.0326910634125,286.065382126825,291.5201577642497,Log-normal,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,3,-138.11558313994365,282.2311662798873,290.4133297360243,Generalised Gamma,Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,3,-139.81280516067048,285.62561032134096,293.80777377747796,Spline (1 knot),Liver,40 to 49,Both,Age,None,CPRD_GOLD
296.55342465753426,5,-135.77863885967238,281.55727771934477,295.19421681290646,Spline (3 knots),Liver,40 to 49,Both,Age,None,CPRD_GOLD
725.8876712328768,2,-494.2443137480303,992.4886274960606,1000.6937446852878,Gompertz,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,2,-499.5434764126388,1003.0869528252776,1011.2920700145048,WeibullPH,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,1,-576.2931240116544,1154.5862480233088,1158.6888066179224,Exponential,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,2,-483.8776082889245,971.755216577849,979.9603337670761,Log-logistic,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,2,-481.2778404705522,966.5556809411044,974.7607981303315,Log-normal,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,3,-480.95432538747616,967.9086507749523,980.2163265587931,Generalised Gamma,Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,3,-482.40795418783364,970.8159083756673,983.123584159508,Spline (1 knot),Liver,50 to 59,Both,Age,None,CPRD_GOLD
725.8876712328768,5,-479.2742709155324,968.5485418310648,989.0613348041326,Spline (3 knots),Liver,50 to 59,Both,Age,None,CPRD_GOLD
1223.558904109589,2,-912.6371116866311,1829.2742233732622,1838.702564433081,Gompertz,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,2,-917.8488069139136,1839.6976138278271,1849.125954887646,WeibullPH,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,1,-1032.5010724043414,2067.0021448086827,2071.7163153385923,Exponential,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,2,-894.6036884349804,1793.2073768699609,1802.6357179297797,Log-logistic,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,2,-891.2486011846045,1786.497202369209,1795.9255434290278,Log-normal,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,3,-891.1338276066828,1788.2676552133655,1802.410166803094,Generalised Gamma,Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,3,-893.3443797800044,1792.6887595600087,1806.8312711497372,Spline (1 knot),Liver,60 to 69,Both,Age,None,CPRD_GOLD
1223.558904109589,5,-889.1445997028723,1788.2891994057445,1811.8600520552918,Spline (3 knots),Liver,60 to 69,Both,Age,None,CPRD_GOLD
1185.172602739726,2,-990.9123776741822,1985.8247553483643,1995.6181440116097,Gompertz,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,2,-1005.197536187553,2014.395072375106,2024.1884610383515,WeibullPH,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,1,-1115.2091433158796,2232.418286631759,2237.314980963382,Exponential,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,2,-967.5821098232601,1939.1642196465202,1948.9576083097656,Log-logistic,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,2,-962.1407530850261,1928.2815061700521,1938.0748948332975,Log-normal,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,3,-962.0571698791406,1930.1143397582812,1944.8044227531493,Generalised Gamma,Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,3,-962.4113812362228,1930.8227624724457,1945.5128454673138,Spline (1 knot),Liver,70 to 79,Both,Age,None,CPRD_GOLD
1185.172602739726,5,-960.8941379090343,1931.7882758180685,1956.271747476182,Spline (3 knots),Liver,70 to 79,Both,Age,None,CPRD_GOLD
469.3150684931507,2,-427.36186998866657,858.7237399773331,867.5374999494718,Gompertz,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,2,-424.9541560697346,853.9083121394692,862.7220721116079,WeibullPH,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,1,-468.2687830520723,938.5375661041446,942.9444460902139,Exponential,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,2,-411.2369882480755,826.473976496151,835.2877364682896,Log-logistic,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,2,-404.82863592802624,813.6572718560525,822.4710318281911,Log-normal,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,3,-404.38382999363813,814.7676599872763,827.9882999454842,Generalised Gamma,Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,3,-404.36023218634307,814.7204643726861,827.9411043308941,Spline (1 knot),Liver,80 +,Both,Age,None,CPRD_GOLD
469.3150684931507,5,-399.979310529844,809.958621059688,831.9930209900346,Spline (3 knots),Liver,80 +,Both,Age,None,CPRD_GOLD
289.6876712328767,2,-130.15390966009303,264.30781932018607,269.79768357691256,Gompertz,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,2,-143.68109180174142,291.36218360348283,296.8520478602093,WeibullPH,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,1,-160.63489686371068,323.26979372742136,326.0147258557846,Exponential,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,2,-137.07150004539824,278.1430000907965,283.63286434752297,Log-logistic,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,2,-135.18268558536715,274.3653711707343,279.8552354274608,Log-normal,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,3,-129.82302061002233,265.64604122004465,273.8808376051344,Generalised Gamma,Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,3,-128.22025972100957,262.44051944201914,270.6753158271089,Spline (1 knot),Lung,18 to 39,Both,Age,None,CPRD_GOLD
289.6876712328767,5,-127.8536247813291,265.7072495626582,279.43191020447443,Spline (3 knots),Lung,18 to 39,Both,Age,None,CPRD_GOLD
1454.1671232876713,2,-963.7384108509382,1931.4768217018764,1940.9883595458448,Gompertz,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,2,-1052.6089762874758,2109.2179525749516,2118.7294904189202,WeibullPH,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,1,-1154.4587661138846,2310.9175322277692,2315.6733011497536,Exponential,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,2,-980.7219650000804,1965.443930000161,1974.9554678441293,Log-logistic,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,2,-986.0740915290557,1976.1481830581115,1985.65972090208,Log-normal,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,3,-982.1288801704335,1970.257760340867,1984.5250671068197,Generalised Gamma,Lung,40 to 49,Both,Age,None,CPRD_GOLD
1454.1671232876713,3,-966.3444683245042,1938.6889366490084,1952.9562434149611,Spline (1 knot),Lung,40 to 49,Both,Age,None,CPRD_GOLD
6096.145205479452,2,-4277.420367481908,8558.840734963816,8571.31410560924,Gompertz,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,2,-4546.649892660714,9097.299785321427,9109.773155966852,WeibullPH,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,1,-5056.028314928835,10114.05662985767,10120.293315180383,Exponential,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,2,-4275.945917221911,8555.891834443823,8568.365205089247,Log-logistic,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,2,-4294.66064985098,8593.32129970196,8605.794670347384,Log-normal,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,3,-4289.418850879374,8584.837701758748,8603.547757726885,Generalised Gamma,Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,3,-4253.009994681949,8512.019989363898,8530.730045332035,Spline (1 knot),Lung,50 to 59,Both,Age,None,CPRD_GOLD
6096.145205479452,5,-4225.439480956689,8460.878961913379,8492.062388526942,Spline (3 knots),Lung,50 to 59,Both,Age,None,CPRD_GOLD
14493.383561643835,2,-11037.73300615735,22079.4660123147,22093.83174510465,Gompertz,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,2,-11464.00918489576,22932.01836979152,22946.38410258147,WeibullPH,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,1,-12575.720699073026,25153.441398146053,25160.624264541028,Exponential,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,2,-10920.243611082942,21844.487222165884,21858.852954955833,Log-logistic,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,2,-10917.94456071121,21839.88912142242,21854.25485421237,Log-normal,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,3,-10914.488188855574,21834.976377711148,21856.524976896075,Generalised Gamma,Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,3,-10892.515982616595,21791.03196523319,21812.580564418116,Spline (1 knot),Lung,60 to 69,Both,Age,None,CPRD_GOLD
14493.383561643835,5,-10848.098721607543,21706.197443215086,21742.111775189962,Spline (3 knots),Lung,60 to 69,Both,Age,None,CPRD_GOLD
15749.605479452055,2,-12979.47060268636,25962.94120537272,25977.865114883254,Gompertz,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,2,-13287.699803785767,26579.399607571533,26594.323517082066,WeibullPH,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,1,-14744.506169311038,29491.012338622077,29498.47429337734,Exponential,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,2,-12700.777417166864,25405.55483433373,25420.47874384426,Log-logistic,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,2,-12691.588713745872,25387.177427491744,25402.101337002277,Log-normal,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,3,-12690.09341924885,25386.1868384977,25408.572702763497,Generalised Gamma,Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,3,-12675.987819632915,25357.97563926583,25380.36150353163,Spline (1 knot),Lung,70 to 79,Both,Age,None,CPRD_GOLD
15749.605479452055,5,-12663.167277190549,25336.334554381097,25373.64432815743,Spline (3 knots),Lung,70 to 79,Both,Age,None,CPRD_GOLD
6532.435616438356,2,-5748.82367494459,11501.64734988918,11515.612723219547,Gompertz,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,2,-5830.078456987221,11664.156913974442,11678.12228730481,WeibullPH,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,1,-6531.810714378716,13065.621428757431,13072.604115422615,Exponential,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,2,-5566.376213653259,11136.752427306517,11150.717800636885,Log-logistic,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,2,-5541.524154354213,11087.048308708427,11101.013682038794,Log-normal,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,3,-5531.051772963119,11068.103545926238,11089.05160592179,Generalised Gamma,Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,3,-5532.464088082287,11070.928176164574,11091.876236160126,Spline (1 knot),Lung,80 +,Both,Age,None,CPRD_GOLD
6532.435616438356,5,-5527.002075604303,11064.004151208606,11098.917584534527,Spline (3 knots),Lung,80 +,Both,Age,None,CPRD_GOLD
88.28493150684932,2,-32.89103578306616,69.78207156613232,73.00390739142077,Gompertz,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,2,-36.914209761440425,77.82841952288085,81.0502553481693,WeibullPH,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,1,-51.15698708845986,104.31397417691971,105.92489208956394,Exponential,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,2,-35.14099378243472,74.28198756486944,77.50382339015789,Log-logistic,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,2,-34.32739425165981,72.65478850331962,75.87662432860807,Log-normal,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,3,-31.832619148424435,69.66523829684887,74.49799203478155,Generalised Gamma,Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,3,-31.948770273952338,69.89754054790467,74.73029428583735,Spline (1 knot),Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
88.28493150684932,5,-31.794333881030695,73.58866776206139,81.64325732528252,Spline (3 knots),Pancreatic,18 to 39,Both,Age,None,CPRD_GOLD
436.37808219178083,2,-310.9159530180215,625.831906036043,633.0361436778024,Gompertz,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,2,-333.52613757924576,671.0522751584915,678.2565128002509,WeibullPH,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,1,-361.37857870857266,724.7571574171453,728.359276238025,Exponential,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,2,-311.20485183427473,626.4097036685495,633.6139413103089,Log-logistic,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,2,-314.524455799625,633.04891159925,640.2531492410094,Log-normal,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,3,-314.43258884787514,634.8651776957503,645.6715341583894,Generalised Gamma,Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,3,-307.9993744017214,621.9987488034428,632.8051052660819,Spline (1 knot),Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
436.37808219178083,5,-305.3193192503804,620.6386385007607,638.6492326051592,Spline (3 knots),Pancreatic,40 to 49,Both,Age,None,CPRD_GOLD
1143.8219178082193,2,-906.8214947633024,1817.6429895266049,1827.3516985311148,Gompertz,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,2,-966.8279238365997,1937.6558476731993,1947.3645566777093,WeibullPH,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,1,-1080.8865290974013,2163.7730581948026,2168.6274126970575,Exponential,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,2,-893.7658791651918,1791.5317583303836,1801.2404673348935,Log-logistic,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,2,-893.7333491972881,1791.4666983945763,1801.1754073990862,Log-normal,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,3,-891.3701644873752,1788.7403289747504,1803.3033924815154,Generalised Gamma,Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,3,-889.2833060930225,1784.566612186045,1799.12967569281,Spline (1 knot),Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
1143.8219178082193,5,-883.6856503607224,1777.3713007214449,1801.6430732327199,Spline (3 knots),Pancreatic,50 to 59,Both,Age,None,CPRD_GOLD
2027.8438356164384,2,-1630.4050427411005,3264.810085482201,3276.093214364723,Gompertz,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,2,-1799.6610444655128,3603.3220889310255,3614.6052178135474,WeibullPH,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,1,-2012.1703703682804,4026.3407407365607,4031.9823051778217,Exponential,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,2,-1621.1209562432,3246.2419124864,3257.525041368922,Log-logistic,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,2,-1634.8916994266879,3273.7833988533757,3285.0665277358976,Log-normal,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,3,-1633.7765738229061,3273.5531476458123,3290.477840969595,Generalised Gamma,Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,3,-1621.337174584295,3248.67434916859,3265.599042492373,Spline (1 knot),Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2027.8438356164384,5,-1606.5731186327434,3223.146237265487,3251.3540594717915,Spline (3 knots),Pancreatic,60 to 69,Both,Age,None,CPRD_GOLD
2078.986301369863,2,-1621.5748614529846,3247.149722905969,3258.8685492153563,Gompertz,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,2,-1779.6596199528778,3563.3192399057557,3575.038066215143,WeibullPH,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,1,-2072.21678561851,4146.43357123702,4152.292984391714,Exponential,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,2,-1572.0148480047137,3148.0296960094274,3159.7485223188146,Log-logistic,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,2,-1573.1001549280381,3150.2003098560763,3161.9191361654634,Log-normal,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,3,-1571.0545551086916,3148.109110217383,3165.6873496814637,Generalised Gamma,Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,3,-1564.5236493504972,3135.0472987009944,3152.625538165075,Spline (1 knot),Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
2078.986301369863,5,-1561.4222933280653,3132.8445866561306,3162.1416524295983,Spline (3 knots),Pancreatic,70 to 79,Both,Age,None,CPRD_GOLD
1128.7205479452055,2,-513.9518424930568,1031.9036849861136,1043.2314395035205,Gompertz,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,2,-643.8603291837131,1291.7206583674263,1303.0484128848332,WeibullPH,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,1,-924.9128079718066,1851.8256159436132,1857.4894932023167,Exponential,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,2,-458.75837232961976,921.5167446592395,932.8444991766464,Log-logistic,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,2,-465.87375779836134,935.7475155967227,947.0752701141296,Log-normal,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,3,-463.972111601394,933.944223202788,950.9358549788983,Generalised Gamma,Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,3,-452.9193818763508,911.8387637527017,928.830395528812,Spline (1 knot),Pancreatic,80 +,Both,Age,None,CPRD_GOLD
1128.7205479452055,5,-452.8402968699604,915.6805937399208,943.9999800334382,Spline (3 knots),Pancreatic,80 +,Both,Age,None,CPRD_GOLD
104.88493150684931,2,-5.142050433677904,14.284100867355807,15.562215526586325,Gompertz,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
104.88493150684931,2,-4.910750463115568,13.821500926231137,15.099615585461653,WeibullPH,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
104.88493150684931,1,-5.652863858819594,13.305727717639188,13.944785047254447,Exponential,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
104.88493150684931,2,-4.865433404303991,13.730866808607981,15.008981467838499,Log-logistic,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
104.88493150684931,2,-4.738460678342526,13.476921356685052,14.755036015915568,Log-normal,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
104.88493150684931,3,-3.689678857125302,13.379357714250604,15.296529703096379,Generalised Gamma,Prostate,18 to 39,Male,Age,None,CPRD_GOLD
2259.328767123288,2,-196.64735950410886,397.2947190082177,405.34645095586836,Gompertz,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,2,-197.01035098692742,398.02070197385484,406.0724339215055,WeibullPH,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,1,-197.3111944566398,396.6223889132796,400.64825488710494,Exponential,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,2,-196.8558864167171,397.7117728334342,405.76350478108486,Log-logistic,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,2,-196.27046433124295,396.5409286624859,404.59266061013653,Log-normal,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,3,-196.26213980337332,398.52427960674663,410.6018775282226,Generalised Gamma,Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,3,-196.14292023095885,398.2858404619177,410.36343838339366,Spline (1 knot),Prostate,40 to 49,Male,Age,None,CPRD_GOLD
2259.328767123288,5,-195.94519452021996,401.8903890404399,422.0197189095665,Spline (3 knots),Prostate,40 to 49,Male,Age,None,CPRD_GOLD
30823.816438356163,2,-2946.69743177048,5897.39486354096,5910.579093776827,Gompertz,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,2,-2947.6560315149254,5899.312063029851,5912.496293265718,WeibullPH,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,1,-2947.6981493855174,5897.396298771035,5903.988413888968,Exponential,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,2,-2946.0266208531525,5896.053241706305,5909.237471942172,Log-logistic,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,2,-2941.700674874399,5887.401349748798,5900.585579984665,Log-normal,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,3,-2941.384759880066,5888.769519760132,5908.545865113933,Generalised Gamma,Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,3,-2940.714095825649,5887.428191651298,5907.204537005099,Spline (1 knot),Prostate,50 to 59,Male,Age,None,CPRD_GOLD
30823.816438356163,5,-2937.582208401138,5885.164416802276,5918.124992391943,Spline (3 knots),Prostate,50 to 59,Male,Age,None,CPRD_GOLD
101206.64383561644,2,-14641.041103943875,29286.08220788775,29301.703965329358,Gompertz,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,2,-14640.982432169305,29285.96486433861,29301.586621780218,WeibullPH,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
